"DR_NO","DATETIME","AREA","AREA.NAME","Rpt.Dist.No","Part.1.2","Crm.Cd","Crm.Cd.Desc","Mocodes","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","Weapon.Used.Cd","Weapon.Desc","LAT","LON","Location","CALOSA7URN","Gas.Price","temp","visibility","precip","sunrise","sunset","conditions","description","distance_to_center"
210104593,"2021-01-14 20:30",1,"Central",154,1,210,"ROBBERY","1822 0444 0429 0400 0355 0344",0,"X","X",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.046,-118.2493,"100 E 6TH ST ",11,3.457,17.8,16,0,"06:58","17:06","Clear","Clear conditions throughout the day.",866.113077327793
210104666,"2021-01-15 00:01",1,"Central",153,1,121,"RAPE, FORCIBLE","0913 1814 2000 0522 0527",25,"F","A",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0481,-118.2507,"300 W 5TH ST ",11,3.457,20.2,16,0,"06:58","17:07","Clear","Clear conditions throughout the day.",794.199434130006
210104737,"2021-01-15 02:00",1,"Central",135,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","1414 2002 2000 1814 0448 0400",19,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0496,-118.2476,"300 S SPRING ST ",11,3.457,20.2,16,0,"06:58","17:07","Clear","Clear conditions throughout the day.",465.360697579247
210104589,"2021-01-15 03:00",1,"Central",127,2,860,"BATTERY WITH SEXUAL CONTACT","0500 0522 1212 2004",0,"X","X",753,"DETENTION/JAIL FACILITY",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0515,-118.2424,"100 N LOS ANGELES ST ",11,3.457,20.2,16,0,"06:58","17:07","Clear","Clear conditions throughout the day.",143.865326214296
210104585,"2021-01-15 03:15",1,"Central",148,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0361 0913 0416",40,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0444,-118.2407,"500 E 4TH ST ",11,3.457,20.2,16,0,"06:58","17:07","Clear","Clear conditions throughout the day.",914.55644310557
210104603,"2021-01-15 05:30",1,"Central",153,2,625,"OTHER ASSAULT","0447 0416 0913 0361",57,"F","B",102,"SIDEWALK",306,"ROCK/THROWN OBJECT",34.0466,-118.252,"6TH ST SPRING",11,3.457,20.2,16,0,"06:58","17:07","Clear","Clear conditions throughout the day.",990.93337166998
210104601,"2021-01-15 07:00",1,"Central",154,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0421 0443 0361 0913",45,"M","H",102,"SIDEWALK",511,"VERBAL THREAT",34.046,-118.2493,"5TH ST BROADWAY",11,3.457,20.2,16,0,"06:58","17:07","Clear","Clear conditions throughout the day.",866.113077327793
210104596,"2021-01-15 10:35",1,"Central",154,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1414 1309 1218 0913 1313 1318 1601 0416",31,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0465,-118.2488,"500 S MAIN ST ",11,3.457,20.2,16,0,"06:58","17:07","Clear","Clear conditions throughout the day.",793.93069963026
210104612,"2021-01-15 17:50",1,"Central",119,1,210,"ROBBERY","0910 0913 0411 0344 1420 2048 2047",29,"M","O",900,"MTA - RED LINE - UNION STATION",218,"OTHER CUTTING INSTRUMENT",34.0561,-118.2375,"800 N ALAMEDA ST ",11,3.457,20.2,16,0,"06:58","17:07","Clear","Clear conditions throughout the day.",714.355096941368
210105629,"2021-01-15 23:00",1,"Central",153,1,821,"SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH","0519 1822 2034 1202",69,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",513,"STUN GUN",34.046,-118.251,"200 W 6TH ST ",11,3.457,20.2,16,0,"06:58","17:07","Clear","Clear conditions throughout the day.",968.094581681137
210104622,"2021-01-15 23:27",1,"Central",143,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1822 1309 0334 0443",25,"M","B",101,"STREET",102,"HAND GUN",34.0495,-118.2494,"4TH ST BROADWAY",11,3.457,20.2,16,0,"06:58","17:07","Clear","Clear conditions throughout the day.",608.879895822389
210104660,"2021-01-16 10:15",1,"Central",156,2,624,"BATTERY - SIMPLE ASSAULT","0448 1822 0212",55,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.044,-118.2467,"500 WALL ST ",11,3.457,20,15.9,0,"06:58","17:08","Clear","Clear conditions throughout the day.",958.021567105505
210104654,"2021-01-16 15:05",1,"Central",154,2,624,"BATTERY - SIMPLE ASSAULT","1202 2021 1218 2004 0907 0416 1822",73,"M","B",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON",34.046,-118.2493,"5TH WALL",11,3.457,20,15.9,0,"06:58","17:08","Clear","Clear conditions throughout the day.",866.113077327793
210104662,"2021-01-16 16:15",1,"Central",156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0340 0416 1822",58,"M","B",102,"SIDEWALK",312,"PIPE/METAL PIPE",34.0442,-118.2439,"5TH SAN PEDRO",11,3.457,20,15.9,0,"06:58","17:08","Clear","Clear conditions throughout the day.",894.676019499809
210104673,"2021-01-16 22:00",1,"Central",156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 1822 1218 2004 0907",30,"F","B",102,"SIDEWALK",312,"PIPE/METAL PIPE",34.0442,-118.2439,"5TH SAN PEDRO",11,3.457,20,15.9,0,"06:58","17:08","Clear","Clear conditions throughout the day.",894.676019499809
210104677,"2021-01-16 23:00",1,"Central",145,1,210,"ROBBERY","1822 0344 0444 1202 1218",59,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0471,-118.2474,"100 E 5TH ST ",11,3.457,20,15.9,0,"06:58","17:08","Clear","Clear conditions throughout the day.",666.551514951763
210104697,"2021-01-17 02:00",1,"Central",156,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 1814 0913 0400 0416 1414",36,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0445,-118.2448,"400 E 5TH ST ",11,3.457,19.9,16,0,"06:57","17:09","Clear","Clear conditions throughout the day.",867.198045021894
210104713,"2021-01-17 02:35",1,"Central",148,2,623,"BATTERY POLICE (SIMPLE)","1822 1212 0417",0,"X","X",726,"POLICE FACILITY",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0438,-118.2416,"200 E 6TH ST ",11,3.457,19.9,16,0,"06:57","17:09","Clear","Clear conditions throughout the day.",958.434214238539
210104687,"2021-01-17 10:10",1,"Central",146,1,761,"BRANDISH WEAPON","2004 0334 0421 1822 1402",39,"M","H",102,"SIDEWALK",200,"KNIFE WITH BLADE 6INCHES OR LESS",34.0454,-118.2465,"5TH ST MAPLE",11,3.457,19.9,16,0,"06:57","17:09","Clear","Clear conditions throughout the day.",804.009148378283
210104689,"2021-01-17 10:30",1,"Central",156,1,210,"ROBBERY","1414 0913 0361 0447 0344 1218 2004",54,"F","B",516,"SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS",207,"OTHER KNIFE",34.044,-118.2467,"500 WALL ST ",11,3.457,19.9,16,0,"06:57","17:09","Clear","Clear conditions throughout the day.",958.021567105505
210104773,"2021-01-17 13:06",1,"Central",148,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329",0,"X","X",503,"HOTEL",306,"ROCK/THROWN OBJECT",34.0438,-118.2416,"600 E 5TH ST ",11,3.457,19.9,16,0,"06:57","17:09","Clear","Clear conditions throughout the day.",958.434214238539
210104714,"2021-01-17 17:55",1,"Central",144,2,624,"BATTERY - SIMPLE ASSAULT","1817 0913 0416",45,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0478,-118.2484,"400 S MAIN ST ",11,3.457,19.9,16,0,"06:57","17:09","Clear","Clear conditions throughout the day.",658.045741615644
210104705,"2021-01-17 18:00",1,"Central",135,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0444 0429 2000 0913 1814",23,"F","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0473,-118.2462,"4TH ST LOS ANGELES",11,3.457,19.9,16,0,"06:57","17:09","Clear","Clear conditions throughout the day.",596.40019544974
210104708,"2021-01-17 18:40",1,"Central",138,2,624,"BATTERY - SIMPLE ASSAULT","0356 1402 0907 2004",26,"F","H",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0491,-118.2414,"300 E 2ND ST ",11,3.457,19.9,16,0,"06:57","17:09","Clear","Clear conditions throughout the day.",407.591050782954
220105025,"2021-01-18 12:50",1,"Central",157,2,624,"BATTERY - SIMPLE ASSAULT","0416 1414 1822",31,"F","H",222,"LAUNDROMAT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0442,-118.2439,"500 S SAN PEDRO ST ",11,3.457,17.4,14.7,0,"06:57","17:10","Clear","Clear conditions throughout the day.",894.676019499809
210104733,"2021-01-18 15:15",1,"Central",119,1,210,"ROBBERY","0344 0416 1266 0910 1822 0945 1414",0,"M","O",834,"LA UNION STATION (NOT LINE SPECIFIC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0561,-118.2375,"800 N ALAMEDA ST ",11,3.457,17.4,14.7,0,"06:57","17:10","Clear","Clear conditions throughout the day.",714.355096941368
210104761,"2021-01-18 15:25",1,"Central",153,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1402 0334 0444 1822 2004 2003 0329 0416",51,"M","H",102,"SIDEWALK",312,"PIPE/METAL PIPE",34.0466,-118.252,"6TH BROADWAY",11,3.457,17.4,14.7,0,"06:57","17:10","Clear","Clear conditions throughout the day.",990.93337166998
210104745,"2021-01-18 17:30",1,"Central",119,1,110,"CRIMINAL HOMICIDE","1218 2004 1822 1414 0411 0910 1402 2047",24,"M","H",834,"LA UNION STATION (NOT LINE SPECIFIC)",223,"UNKNOWN TYPE CUTTING INSTRUMENT",34.0561,-118.2375,"800 N ALAMEDA ST ",11,3.457,17.4,14.7,0,"06:57","17:10","Clear","Clear conditions throughout the day.",714.355096941368
210104757,"2021-01-18 22:00",1,"Central",132,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","1814 0444 2000 0429",24,"F","B",503,"HOTEL",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0532,-118.2494,"200 S OLIVE ST ",11,3.457,17.4,14.7,0,"06:57","17:10","Clear","Clear conditions throughout the day.",538.114481642148
210104771,"2021-01-19 10:30",1,"Central",135,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0421 1906 1822",49,"F","W",203,"OTHER BUSINESS",511,"VERBAL THREAT",34.0495,-118.2458,"300 S LOS ANGELES ST ",11,3.457,16.2,15.2,0,"06:57","17:11","Partially cloudy","Clearing in the afternoon.",361.690955844483
210104788,"2021-01-19 12:00",1,"Central",122,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 0913 1814 0448",47,"F","B",725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0572,-118.2481,"100 N HILL ST ",11,3.457,16.2,15.2,0,"06:57","17:11","Partially cloudy","Clearing in the afternoon.",686.608964450639
210104795,"2021-01-19 15:30",1,"Central",122,2,624,"BATTERY - SIMPLE ASSAULT","0342 0416 0417 0429 0913",25,"F","B",725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0572,-118.2481,"100 N HILL ST ",11,3.457,16.2,15.2,0,"06:57","17:11","Partially cloudy","Clearing in the afternoon.",686.608964450639
210104830,"2021-01-20 05:18",1,"Central",127,2,624,"BATTERY - SIMPLE ASSAULT","1822 0417",56,"M","B",753,"DETENTION/JAIL FACILITY",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0515,-118.2424,"100 N LOS ANGELES ST ",11,3.457,18.1,16,0,"06:56","17:11","Clear","Clear conditions throughout the day.",143.865326214296
210104828,"2021-01-20 11:04",1,"Central",123,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","1414 2000 1814 0913 0448 0417 0416",35,"M","H",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0531,-118.2478,"2ND ST HILL",11,3.457,18.1,16,0,"06:56","17:11","Clear","Clear conditions throughout the day.",391.733126246079
210105034,"2021-01-20 15:00",1,"Central",154,1,310,"BURGLARY","0344 1822 1607",0,"X","X",207,"BAR/COCKTAIL/NIGHTCLUB",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0467,-118.2485,"100 W 5TH ST ",11,3.457,18.1,16,0,"06:56","17:11","Clear","Clear conditions throughout the day.",759.631990846876
210104838,"2021-01-20 15:30",1,"Central",111,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","1414 0913 1814 0416 2000",28,"F","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0606,-118.2439,"CESAR E CHAVEZ GRAND",11,3.457,18.1,16,0,"06:56","17:11","Clear","Clear conditions throughout the day.",931.402578636623
210104874,"2021-01-20 16:00",1,"Central",124,2,943,"CRUELTY TO ANIMALS","2020 1822",0,"M","O",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0519,-118.2434,"1ST ST MAIN ST",11,3.457,18.1,16,0,"06:56","17:11","Clear","Clear conditions throughout the day.",45.5190458496554
210104835,"2021-01-20 22:05",1,"Central",128,1,210,"ROBBERY","0448 1822 0420 1300 0344",54,"M","H",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0502,-118.2406,"300 E 1ST ST ",11,3.457,18.1,16,0,"06:56","17:11","Clear","Clear conditions throughout the day.",363.558035669601
210104848,"2021-01-20 23:45",1,"Central",111,1,330,"BURGLARY FROM VEHICLE","2004 1609 1307 0329 0344 1822 1218 1414",38,"F","W",108,"PARKING LOT",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0583,-118.2396,"CESAR E CHAVEZ NEW HIGH",11,3.457,18.1,16,0,"06:56","17:11","Clear","Clear conditions throughout the day.",773.067710201614
210104847,"2021-01-21 01:05",1,"Central",138,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1822 2000 1300 1266",28,"M","H",101,"STREET",307,"VEHICLE",34.0476,-118.2449,"200 BOYD ST ",11,3.457,16.2,15.8,0,"06:56","17:12","Clear","Clear conditions throughout the day.",528.034538503488
210104846,"2021-01-21 01:05",1,"Central",138,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","2000 1501 1309 1310 1300 0913 1814",43,"M","B",101,"STREET",307,"VEHICLE",34.0476,-118.2449,"200 BOYD ST ",11,3.457,16.2,15.8,0,"06:56","17:12","Clear","Clear conditions throughout the day.",528.034538503488
210104936,"2021-01-21 03:25",1,"Central",147,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","2003 2004 0917 1266 1822 0446 0416 0417",45,"M","W",503,"HOTEL",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0453,-118.2443,"400 E 5TH ST ",11,3.457,16.2,15.8,0,"06:56","17:12","Clear","Clear conditions throughout the day.",774.095386726472
210105324,"2021-01-21 06:30",1,"Central",127,2,624,"BATTERY - SIMPLE ASSAULT","1822 0429 0416",74,"M","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0507,-118.2414,"1ST ST SAN PEDRO",11,3.457,16.2,15.8,0,"06:56","17:12","Clear","Clear conditions throughout the day.",271.175933713897
210104876,"2021-01-21 13:00",1,"Central",127,1,761,"BRANDISH WEAPON","0334 1402 2004 1266 1822 2021 2003",30,"M","H",725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",205,"KITCHEN KNIFE",34.053,-118.2404,"200 E TEMPLE ST ",11,3.457,16.2,15.8,0,"06:56","17:12","Clear","Clear conditions throughout the day.",314.541300616405
210104894,"2021-01-21 17:30",1,"Central",138,1,210,"ROBBERY","0945 1822 1309 0917 0344 0416 0419",56,"F","O",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0476,-118.2449,"200 BOYD ST ",11,3.457,16.2,15.8,0,"06:56","17:12","Clear","Clear conditions throughout the day.",528.034538503488
210104913,"2021-01-22 07:30",1,"Central",119,2,624,"BATTERY - SIMPLE ASSAULT","0416 0910",53,"M","B",834,"LA UNION STATION (NOT LINE SPECIFIC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0561,-118.2375,"800 N ALAMEDA ST ",11,3.457,13.8,16,0,"06:55","17:13","Partially cloudy","Partly cloudy throughout the day.",714.355096941368
210104932,"2021-01-22 08:00",1,"Central",147,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0913 2000 1813 0416 2033",58,"F","B",516,"SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0453,-118.2443,"400 E 5TH ST ",11,3.457,13.8,16,0,"06:55","17:13","Partially cloudy","Partly cloudy throughout the day.",774.095386726472
210104905,"2021-01-22 08:40",1,"Central",155,2,624,"BATTERY - SIMPLE ASSAULT","0416 1822",26,"M","H",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0448,-118.2474,"5TH ST SAN JULIAN",11,3.457,13.8,16,0,"06:55","17:13","Partially cloudy","Partly cloudy throughout the day.",895.857165818584
210100524,"2021-01-22 11:30",1,"Central",145,1,121,"RAPE, FORCIBLE","2004 1218 0913 0515 1814 0361 0532 0527 1415",42,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0471,-118.2474,"100 E 5TH ST ",11,3.457,13.8,16,0,"06:55","17:13","Partially cloudy","Partly cloudy throughout the day.",666.551514951763
210104935,"2021-01-22 18:00",1,"Central",135,1,330,"BURGLARY FROM VEHICLE","1822 1609 1414 1402 0344 0329 1307",19,"F","H",101,"STREET",114,"AIR PISTOL/REVOLVER/RIFLE/BB GUN",34.0495,-118.2458,"100 W 4TH ST ",11,3.457,13.8,16,0,"06:55","17:13","Partially cloudy","Partly cloudy throughout the day.",361.690955844483
210104984,"2021-01-23 05:50",1,"Central",156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1402 0361 0913 0334 0302 0603 2004 1218 1414",35,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",114,"AIR PISTOL/REVOLVER/RIFLE/BB GUN",34.0437,-118.2455,"500 S SAN PEDRO ST ",11,3.457,10.5,15.2,9.713,"06:55","17:14","Rain, Partially cloudy","Partly cloudy throughout the day with a chance of rain throughout the day.",964.779674721722
210104986,"2021-01-23 06:10",1,"Central",119,2,624,"BATTERY - SIMPLE ASSAULT","2004 0917 1266 0910 1822 0416",34,"M","H",834,"LA UNION STATION (NOT LINE SPECIFIC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0561,-118.2375,"800 N ALAMEDA ST ",11,3.457,10.5,15.2,9.713,"06:55","17:14","Rain, Partially cloudy","Partly cloudy throughout the day with a chance of rain throughout the day.",714.355096941368
210104972,"2021-01-23 07:30",1,"Central",157,2,624,"BATTERY - SIMPLE ASSAULT","1218 2004 0913 0416",42,"F","B",517,"MISSIONS/SHELTERS",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0438,-118.2441,"500 S SAN PEDRO ST ",11,3.457,10.5,15.2,9.713,"06:55","17:14","Rain, Partially cloudy","Partly cloudy throughout the day with a chance of rain throughout the day.",939.767318900325
210105710,"2021-01-23 13:00",1,"Central",156,2,624,"BATTERY - SIMPLE ASSAULT","0416 0913 0361 0603",69,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0447,-118.2452,"300 E 5TH ST ",11,3.457,10.5,15.2,9.713,"06:55","17:14","Rain, Partially cloudy","Partly cloudy throughout the day with a chance of rain throughout the day.",850.382573791436
210104979,"2021-01-23 13:20",1,"Central",144,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 0913 1813 1814 0416 0447",54,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0478,-118.2484,"400 S MAIN ST ",11,3.457,10.5,15.2,9.713,"06:55","17:14","Rain, Partially cloudy","Partly cloudy throughout the day with a chance of rain throughout the day.",658.045741615644
210104983,"2021-01-23 16:00",1,"Central",154,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","2004 1402 1206 0913 2000 1814 0411 0334 1218 1414",39,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207,"OTHER KNIFE",34.046,-118.2493,"500 S LOS ANGELES ST ",11,3.457,10.5,15.2,9.713,"06:55","17:14","Rain, Partially cloudy","Partly cloudy throughout the day with a chance of rain throughout the day.",866.113077327793
210104994,"2021-01-23 19:30",1,"Central",154,1,761,"BRANDISH WEAPON","2004 0906 1202 0334 1218 1822 0421",62,"M","H",102,"SIDEWALK",200,"KNIFE WITH BLADE 6INCHES OR LESS",34.0474,-118.2496,"5TH ST SPRING ST",11,3.457,10.5,15.2,9.713,"06:55","17:14","Rain, Partially cloudy","Partly cloudy throughout the day with a chance of rain throughout the day.",766.50635606971
210104996,"2021-01-24 01:30",1,"Central",148,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","1814 0913 1414 2000 0416 0344 0408 1218 2004",32,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0444,-118.2407,"500 E 4TH ST ",11,3.457,10.6,14,0,"06:54","17:15","Partially cloudy","Partly cloudy throughout the day.",914.55644310557
210105022,"2021-01-25 02:00",1,"Central",146,2,624,"BATTERY - SIMPLE ASSAULT","1310 0416 0913 1820",49,"F","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0449,-118.2458,"5TH WALL ST",11,3.457,9.9,15.1,8.662,"06:54","17:16","Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.",839.551061401153
210105028,"2021-01-25 04:00",1,"Central",127,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","1822 0422 0443",47,"F","H",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0537,-118.2406,"300 N LOS ANGELES ST ",11,3.457,9.9,15.1,8.662,"06:54","17:16","Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.",327.794157014947
210105027,"2021-01-25 04:14",1,"Central",135,1,310,"BURGLARY","1414 1420 0329 1609 0417 1822",52,"M","W",203,"OTHER BUSINESS",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0506,-118.2449,"200 S MAIN ST ",11,3.457,9.9,15.1,8.662,"06:54","17:16","Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.",213.836297141365
210105036,"2021-01-25 05:00",1,"Central",134,1,310,"BURGLARY","1609 1822 0375 1414",0,"X","X",207,"BAR/COCKTAIL/NIGHTCLUB",306,"ROCK/THROWN OBJECT",34.0507,-118.2482,"300 S BROADWAY ",11,3.457,9.9,15.1,8.662,"06:54","17:16","Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.",450.293509979491
220105453,"2021-01-25 05:30",1,"Central",164,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","1813 2000 0444 0913 0417 1814",29,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0453,-118.2499,"600 S MAIN ST ",11,3.457,9.9,15.1,8.662,"06:54","17:16","Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.",961.665962659669
210105031,"2021-01-25 08:20",1,"Central",128,2,624,"BATTERY - SIMPLE ASSAULT","1202 1414 1822 0444 0416",63,"M","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0498,-118.24,"300 E 2ND ST ",11,3.457,9.9,15.1,8.662,"06:54","17:16","Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.",434.587361731612
210105133,"2021-01-25 13:00",1,"Central",138,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0334 0913 1266 0917 0445 2004",31,"M","X",406,"OTHER STORE",204,"FOLDING KNIFE",34.0473,-118.2424,"400 E 3RD ST ",11,3.457,9.9,15.1,8.662,"06:54","17:16","Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.",561.962369820216
